name,url_titlepage,hostname,url_chunk,content
Review 2019 How commemoration,https://www.haystack.tv/v/review-2019-commemoration-controversy-shaped-europe-cultural-year?fbclid=IwAR38v0TOyV1EqF8c-FXbsvoe8Qde3udJLswaTESbjqrY_lnazXuHia_NTyU,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/euronews/tylSWenz/tylSWenz_large/00000/tylSWenz_large_00003.ts,haystack_bottom_1
On Demand Ratings Reveal,https://www.haystack.tv/v/demand-ratings-reveal-america-loved-watch-2018?fbclid=IwAR3xGmQXKmBEWb6bZs1QaQRBIkaNBhIBu2x_W0ZDC-Qt7UZU1FD7eRgTyLE,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/buzz60/CcTzII8kr/CcTzII8kr_hd720/00000/CcTzII8kr_hd720_00003.ts,haystack_bottom_2
Betty White dies at age 99,https://www.haystack.tv/v/betty-white-dies-age-99-5-things-didn-actress?fbclid=IwAR2Y7lq5LGU8N9Tmv86j-2xNjZMl9t4uKdK-7D__-InX3GnqOrWdhukAubw,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/knxv/Q5DwbUoNj/adaptive/hls_media/Q5DwbUoNj_large_000003.ts,haystack_bottom_3
New COVID-19 cases,https://www.haystack.tv/v/covid-19-cases-soar-highest-levels-record?fbclid=IwAR28Jr-v2TNOuxoguxa97YLs6_6uUkh4BVK-r99ePcn5QKxRsHqwug02gNk,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/wnyt/wK6Xv6ZZi/adaptive/hls_media/wK6Xv6ZZi_large_000003.ts,haystack_bottom_4
Sports World Mourns The Loss,https://www.haystack.tv/v/world-mourns-loss-nfl-hall-fame-coach-john-madden?fbclid=IwAR2ZMYncIGoEY8v7g57sZc6v1yu4sHjBn5YNtWzl_W9kV3OfKSgldzJidMA,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/cbssanfrancisco/0s6DerQNi/adaptive/hls_media/0s6DerQNi_large_000003.ts,haystack_bottom_5
Remembering former Senate,https://www.haystack.tv/v/remembering-harry-reid?fbclid=IwAR1RnYwJ8NXQSlB7hUbpHF1LMoxPp5g92Zvxw7NmqyGxXpR_-kN9-sx6dEE,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/abcnews/2iY928uRi/adaptive/hls_media/2iY928uRi_large_000003.ts,haystack_bottom_6
Woman arrested in air rage,https://www.haystack.tv/v/woman-arrested-air-rage-incident?fbclid=IwAR1O1FWIxtnoqzjHxjpwNNsj6SMTZrnVvEH9UHclwU1Hah9-1QafQRo6KA4,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/abcnews/VU16QXJxi/adaptive/hls_media/VU16QXJxi_large_000003.ts,haystack_bottom_7
Los Angeles Police Release,https://www.haystack.tv/v/los-angeles-police-release-video-shooting-left-bystander-dead?fbclid=IwAR2yRZiDUZEO-aKwHgU-MDHnw8yGmJY8eDYjYhEZQPMnd8qeNcUpV8z_UCQ,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/newsyhub/imVzEjQCi/adaptive/hls_media/imVzEjQCi_large_000003.ts,haystack_bottom_8
Four Dead Three Injured,https://www.haystack.tv/v/dead-injured-denver-area-shooting-spree?fbclid=IwAR1vDcpX66J-ocOkfW4LWB-v5HXA5qSeDH6Dilpdasi-qI_M1Pf9hwJg9pw,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/newsyhub/2iPbb815i/adaptive/hls_media/2iPbb815i_large_000003.ts,haystack_bottom_9
This virus will ultimately,https://www.haystack.tv/v/virus-ultimately-endemic-scientists-find-key-alpha-variant-fight-omicron-LUjSGWkPh?fbclid=IwAR0apLxxip-FAM0c9os5xKwCNmOCNR8FF2unWpfF-Y2VGUoyoeAUEeM3Kw4,d2ufudlfb4rsg4.cloudfront.net,https://d2ufudlfb4rsg4.cloudfront.net/abc7news/LUjSGWkPh/adaptive/hls_media/LUjSGWkPh_large_000003.ts,haystack_bottom_10
Medellin,https://www.primevideo.com/detail/0SK5HM5PYJC9H4FUBRLNJSHKHQ/ref=atv_br_def_r_br_c_unkc_1_1,https://www.primevideo.com/detail/0SK5HM5PYJC9H4FUBRLNJSHKHQ/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$ZaH5DGwwROWSsKX-YHb_R58odrM~/1772/4830/be3e/45cb-a4ef-a89d0062236d/3da3a219-4dea-4de3-be48-68a993480687_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
My Fault,https://www.primevideo.com/detail/0S0OIMOTSETYIWA2EVTWWH7JR9/ref=atv_br_def_r_br_c_unkc_1_2,https://www.primevideo.com/detail/0S0OIMOTSETYIWA2EVTWWH7JR9/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$K0nIG-yBJSiW4AT_9SgeoItsMZg~/4508/39ab/78a2/40d0-a742-27d9ffcd5b9f/919d002f-2c49-4ad0-a283-7d01a886638f_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
AIR,https://www.primevideo.com/detail/0KNIUQ1DSYDUGL0G4Z41PXA1SB/ref=atv_br_def_r_br_c_unkc_1_3,https://www.primevideo.com/detail/0KNIUQ1DSYDUGL0G4Z41PXA1SB/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$o7ugSV8cSrdCTm10A4Px4taPlBM~/7f0c/118b/4708/4dca-85fe-0ddd914e9c7d/804c735c-05c7-4756-a7eb-49ee37cad3f7_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
Creed III,https://www.primevideo.com/detail/0PQES8PX4K1N2JI8PRP7WS5OSC/ref=atv_br_def_r_br_c_unkc_1_4,https://www.primevideo.com/detail/0PQES8PX4K1N2JI8PRP7WS5OSC/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$Xta1fZIFZn7p3Upny7ka7YAOh_s~/74c9/9d2b/114a/4f7f-ba16-b6ae19c5f3da/aa39de9f-b2bd-4c31-89a3-66d796f3c984_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
Ultimo  Vivo coi sogni appesi,https://www.primevideo.com/detail/0KBHZ1TAZNVHCR54RIOKJ64IMC/ref=atv_br_def_r_br_c_unkc_1_5,https://www.primevideo.com/detail/0KBHZ1TAZNVHCR54RIOKJ64IMC/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$QZvUklyT9yKqdbhl2BaOZBIdZ84~/2b4a/5d2e/0ab5/4414-a9c0-3d3289416a26/18e0d018-e5be-48aa-abbe-47f9f3b3bfff_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
Tom Clancys Without Remorse,https://www.primevideo.com/detail/0HOONCI2SA2WSMQSAZMJX9A6PL/ref=atv_br_def_r_br_c_unkc_1_6,https://www.primevideo.com/detail/0HOONCI2SA2WSMQSAZMJX9A6PL/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$3s4EUXIGflTbKvhszV0DKGkhDaU~/cc67/a65c/1421/4126-a95b-071a5d5bb002/fbcdfcbe-afbf-44bd-a6bb-8e5780818940_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
Samaritan,https://www.primevideo.com/detail/0TK3S042JPC1MQHU9WD96ON228/ref=atv_br_def_r_br_c_unkc_1_7,https://www.primevideo.com/detail/0TK3S042JPC1MQHU9WD96ON228/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$bWOQ20PEl_0IarlXKNHCYfq0_5s~/0a61/5108/715d/429e-8447-30b214224894/a0794990-a8b1-44cf-8616-908fabb648b1_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
House of Gucci,https://www.primevideo.com/detail/0JW0OLIC7CLE55ZMWIUODXRYYN/ref=atv_br_def_r_br_c_unkc_1_8,https://www.primevideo.com/detail/0JW0OLIC7CLE55ZMWIUODXRYYN/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://m-1184s3.ll.dash.row.aiv-cdn.net/d/2$4CKeFhFyhS_3PMnTy2EwNYsYFNk~/ww_dub/1329/7024/9bc5/4861-a315-1ead5fae41ac/0b60c9b5-7a4b-4ab0-a6d1-e7e3d78977d2_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
Creed,https://www.primevideo.com/detail/0I1FJMNNZ8R2ZQBLCG56IZL9AL/ref=atv_br_def_r_br_c_unkc_1_9,https://www.primevideo.com/detail/0I1FJMNNZ8R2ZQBLCG56IZL9AL/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$XRNXS63LV_2v5zbIQ9zRyXZZzF4~/cdf0/4acb/82e4/43e9-aea3-543e35ee1f0f/3a390665-7999-4757-9532-b1397d1d1cd5_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
No Time to Die,https://www.primevideo.com/detail/0SILOEE0B6Y2YL1HOCOU40O6L1/ref=atv_br_def_r_br_c_unkc_1_10,https://www.primevideo.com/detail/0SILOEE0B6Y2YL1HOCOU40O6L1/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-ww.cf.dash.row.aiv-cdn.net/dm/2$7GSjbbNdejO3U3_zA7QAMsk7hhg~/ed02/408d/6307/45c0-9d92-3e2fbf0234cc/7d3f877e-c806-4f2c-affd-2746ad52b665_video_7.mp4?amznDtid=AOAGZA014O5RE,url_top_movies
Der Lack ist ab,https://www.primevideo.com/detail/0FO4TTCVQOMESM5X0PQNEP85QN/ref=atv_br_def_r_br_c_7kl2bWsmr_1_90,https://www.primevideo.com/detail/0FO4TTCVQOMESM5X0PQNEP85QN/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$s3R0JqPSA-fH8Qrr-mH-FmRXy6o~/22e0/39ec/ba54/4175-9672-81201d4358e1/2af2481f-d255-4eed-9a6d-cdffe4ee5fff_video_8.mp4?amznDtid=AOAGZA014O5RE,url_romance_tv
ER  Emergency Room,https://www.primevideo.com/detail/0TRBK7FRDIII9KGI85EZO99OCC/ref=atv_br_def_r_br_c_7kl2bWsmr_1_92,https://www.primevideo.com/detail/0TRBK7FRDIII9KGI85EZO99OCC/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$k-7C6yTeZLsrx2sLh3W9SV1SLKM~/b32c/39d7/0616/4c02-853f-2ad15a1a4d47/7d20c8e7-987e-4ec9-8fd6-2f2174710abf_video_7.mp4?amznDtid=AOAGZA014O5RE,url_romance_tv
Gossip Girl OV,https://www.primevideo.com/detail/0GQFRMFXTCRC6LYWNPDDAIYWUG/ref=atv_br_def_r_br_c_7kl2bWsmr_1_96,https://www.primevideo.com/detail/0GQFRMFXTCRC6LYWNPDDAIYWUG/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$UXzv81EOwtT3hsJBVIOPzvfmwJc~/e2a1/c551/42a8/45c3-aa6b-c8eb3607fabe/17f95551-4c69-4829-b6f7-cb3498e11892_video_7.mp4?amznDtid=AOAGZA014O5RE,url_romance_tv
Dance Academy Tanz Deinen Traum dtOV,https://www.primevideo.com/detail/0HK9XOW0N8X24PRN0B6KOS3YES/ref=atv_br_def_r_br_c_7kl2bWsmr_1_22,https://www.primevideo.com/detail/0HK9XOW0N8X24PRN0B6KOS3YES/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$KMFlCjRYsEjWB9dU058j-S5zCh0~/9c1d/a423/e15d/422a-96c0-c5692cfdb088/a1f603a4-2ba7-40ca-b918-ab4d36dc9026_video_8.mp4?amznDtid=AOAGZA014O5RE,url_music_tv
Zoom  Der weisse Delfin,https://www.primevideo.com/detail/0LGXVGT5VP76NBV7P8VC89WITB/ref=atv_br_def_r_br_c_7kl2bWsmr_1_26,https://www.primevideo.com/detail/0LGXVGT5VP76NBV7P8VC89WITB/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$sSTC4WGGOVeMHYC-KaxdBpl6uRE~/1c6e/7efa/cb70/4639-b48b-eaaceae203f5/e36a1972-8092-4c98-8f1f-021d35b32311_video_7.mp4?amznDtid=AOAGZA014O5RE,url_music_tv
Brian Johnsons Life On The Road,https://www.primevideo.com/detail/0MW6U3TBAG45GH1U6YG2ERNEQA/ref=atv_br_def_r_br_c_7kl2bWsmr_1_27,https://www.primevideo.com/detail/0MW6U3TBAG45GH1U6YG2ERNEQA/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$IWx9U4HwT15H5fFWTFxerztmQj0~/e6dd/6ebe/5539/4e71-bd3a-abbcde7c894b/246023bc-bdcd-42b5-91ca-788af02cd641_video_11.mp4?amznDtid=AOAGZA014O5RE,url_music_tv
Hot Wheels City Staffel 1,https://www.primevideo.com/detail/0J88TNS7SGPLNKRIX5SP4TSG73/ref=atv_br_def_r_br_c_Kwy9kJsmr_1_273,https://www.primevideo.com/detail/0J88TNS7SGPLNKRIX5SP4TSG73/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$U5EzdrhcCZN3M5Oj0PCQr-2BxXQ~/6f72/06b5/7370/4c87-bd88-41e0edc13fc2/6ec4b21f-44bd-4b91-99f9-b51a5e499322_video_8.mp4?amznDtid=AOAGZA014O5RE,url_kids_tv
Thomas  Seine Freunde Staffel 25,https://www.primevideo.com/detail/0J8XURMMODTM8SZYBQG4ZQ5NPF/ref=atv_br_def_r_br_c_Kwy9kJsmr_1_340,https://www.primevideo.com/detail/0J8XURMMODTM8SZYBQG4ZQ5NPF/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$re_uciiyFYJfxnxIU7pK_TNx0rI~/5c4e/667b/c761/4dfd-aa36-739b935cafb3/53f0d205-9a2c-425c-a2f9-bbca0e82646f_video_7.mp4?amznDtid=AOAGZA014O5RE,url_kids_tv
Mascha und der Bar,https://www.primevideo.com/detail/0SKP18WDIDH52EGJ4BRHXTH9GA/ref=atv_br_def_r_br_c_Kwy9kJsmr_1_291,https://www.primevideo.com/detail/0SKP18WDIDH52EGJ4BRHXTH9GA/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$eitlipEk3oQb_-DKXlW2n-hy-gc~/abee/02ef/55e5/4814-beea-a45d01f8b2c6/b3ff1ebe-ea7a-4734-99aa-7a611f09ec39_video_9.mp4?amznDtid=AOAGZA014O5RE,url_kids_tv
Romulus,https://www.primevideo.com/detail/0K1KKLW2R5L94XXX5AM8BREFDN/ref=atv_br_def_r_br_c_7kl2bWsmr_1_219,https://www.primevideo.com/detail/0K1KKLW2R5L94XXX5AM8BREFDN/ref=atv_hm_fcv_prime_sd_mv_resume_t1ACAAAAAA0wh0?autoplay=1&t=0,https://s3-dub-2.cf.dash.row.aiv-cdn.net/dm/2$xRXAaIiIvN5Tm00B5LCn-A6yi7Q~/f0e9/019f/bdaa/4d6a-b688-624f07649a33/d70401ab-50a7-4475-93c7-aed8d811e4ea_video_8.mp4?amznDtid=AOAGZA014O5RE,url_drama_tv
myvideo milan,,,https://dm6nckdz08do7.cloudfront.net/myvideo-milan.mp4,my_content
myvideo london,,,https://d36mvgiamk5bf0.cloudfront.net/myvideo-london.mp4,my_content
myvideo zurich,,,https://d1c0dw8lumsyrw.cloudfront.net/myvideo.mp4,my_content
myvideo spain,,,https://d1unwbsd956968.cloudfront.net/myvideo-spain.mp4,my_content
myvideo california,,,https://d2ujgmo1oihwsm.cloudfront.net/myvideo-california.mp4,my_content
